ID,Survey_Period,RESP_ID,Which group best describes you?,Attribute,Response,QuestionID,Category,Question Intent,Order,Start time,Completion time
263,Fall_2025,Fall_2025_263,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,5,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,263,263
263,Fall_2025,Fall_2025_263,Student,How well does the academic workload challenge you without being overwhelming?,10,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,263,263
263,Fall_2025,Fall_2025_263,Student,How satisfied are you with the support and resources available to help you succeed academically?,7,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,263,263
263,Fall_2025,Fall_2025_263,Student,How effective are your teachers in helping you understand course material and stay engaged?,8,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,263,263
263,Fall_2025,Fall_2025_263,Student,How safe and supported do you feel in your school environment?,3,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,263,263
264,Fall_2025,Fall_2025_264,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,7,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,264,264
264,Fall_2025,Fall_2025_264,Student,How well does the academic workload challenge you without being overwhelming?,6,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,264,264
264,Fall_2025,Fall_2025_264,Student,How satisfied are you with the support and resources available to help you succeed academically?,3,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,264,264
264,Fall_2025,Fall_2025_264,Student,How effective are your teachers in helping you understand course material and stay engaged?,3,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,264,264
264,Fall_2025,Fall_2025_264,Student,How safe and supported do you feel in your school environment?,5,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,264,264
265,Fall_2025,Fall_2025_265,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,8,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,265,265
265,Fall_2025,Fall_2025_265,Student,How well does the academic workload challenge you without being overwhelming?,7,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,265,265
265,Fall_2025,Fall_2025_265,Student,How satisfied are you with the support and resources available to help you succeed academically?,8,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,265,265
265,Fall_2025,Fall_2025_265,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,265,265
265,Fall_2025,Fall_2025_265,Student,How safe and supported do you feel in your school environment?,9,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,265,265
266,Fall_2025,Fall_2025_266,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,10,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,266,266
266,Fall_2025,Fall_2025_266,Student,How well does the academic workload challenge you without being overwhelming?,3,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,266,266
266,Fall_2025,Fall_2025_266,Student,How satisfied are you with the support and resources available to help you succeed academically?,7,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,266,266
266,Fall_2025,Fall_2025_266,Student,How effective are your teachers in helping you understand course material and stay engaged?,7,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,266,266
266,Fall_2025,Fall_2025_266,Student,How safe and supported do you feel in your school environment?,7,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,266,266
267,Fall_2025,Fall_2025_267,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,3,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,267,267
267,Fall_2025,Fall_2025_267,Student,How well does the academic workload challenge you without being overwhelming?,4,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,267,267
